Name,Value, Ball Control, Dribbling, Marking, Slide Tackle, Stand Tackle, Aggression, Reactions, Att. Position, Interceptions, Vision, Composure, Crossing, Short Pass, Long Pass, Acceleration, Stamina, Strength, Balance, Sprint Speed, Agility, Jumping, Heading, Shot Power, Finishing, Long Shots, Curve, FK Acc., Penalties, Volleys, GK Positioning, GK Diving, GK Handling, GK Kicking, GK Reflexes,Tag
179,8500000,86,85,39,50,51,86,88,84,34,78,90,73,81,70,82,79,79,88,80,82,72,58,86,84,81,79,78,77,82,2,4,2,3,4,1
180,6500000,72,62,84,82,86,80,80,32,86,64,76,38,72,76,68,66,80,60,68,64,86,86,68,44,36,50,46,74,22,12,12,4,11,9,3
181,8000000,81,74,68,75,74,80,85,80,84,85,88,78,84,84,50,61,77,63,52,67,80,78,82,70,80,82,78,83,82,13,14,14,13,11,1
182,2500000,79,69,68,75,87,82,81,68,88,79,86,68,82,81,52,88,79,64,49,57,71,70,78,27,72,53,56,56,27,5,12,6,15,7,3
183,5000000,75,76,76,82,82,84,80,68,82,62,80,82,77,71,78,88,75,77,84,75,75,72,74,45,71,68,66,66,62,3,4,3,2,2,1
184,10000000,65,39,88,84,88,69,84,43,88,58,87,38,67,58,26,64,87,28,28,29,32,87,71,36,25,39,45,42,30,12,12,13,5,8,3
185,5000000,78,64,75,82,84,84,80,55,87,72,80,57,82,82,69,79,84,72,69,69,78,81,81,50,74,62,71,75,74,10,10,7,13,9,1
186,2000000,23,11,12,11,12,39,77,10,21,58,24,10,39,28,50,35,71,59,54,60,80,10,35,19,10,14,71,75,11,78,78,80,77,90,2
187,11000000,85,83,32,37,41,65,76,74,45,85,83,83,86,83,72,63,57,85,73,83,27,32,87,72,84,88,85,76,80,11,9,5,13,12,1
188,35000000,86,87,15,20,22,62,80,77,31,80,79,82,81,79,86,75,62,77,79,92,46,46,85,75,83,86,79,72,75,6,5,10,13,6,1
189,25000000,32,27,19,16,10,37,78,12,25,67,68,18,23,21,39,35,72,56,43,69,75,18,14,12,17,16,11,13,11,82,83,82,62,84,2
190,35000000,87,89,10,13,17,62,78,75,24,80,79,88,79,75,85,68,54,84,83,89,63,41,83,70,83,92,78,74,80,5,12,14,10,15,1
191,25000000,63,52,82,86,85,86,74,36,85,35,43,41,71,56,79,81,82,65,83,74,84,74,55,33,48,42,43,46,36,9,14,14,10,8,3
192,25000000,22,19,19,13,17,23,76,18,29,44,49,13,32,19,48,37,66,58,38,55,68,18,19,18,17,14,21,21,12,79,84,80,72,85,2
193,25000000,15,15,16,17,13,26,77,12,21,58,30,12,32,23,54,42,73,50,48,57,68,12,24,15,17,19,20,24,16,80,85,79,70,86,2
194,35000000,84,89,35,38,39,62,81,80,42,70,80,72,75,58,92,80,80,85,91,86,81,72,84,82,71,75,54,71,74,15,9,8,8,11,1
195,35000000,86,86,22,30,30,80,75,81,26,77,71,76,75,75,87,80,65,73,88,87,66,62,81,80,80,72,74,84,78,5,5,6,5,6,1
196,35000000,76,76,52,54,56,92,84,86,51,72,78,63,66,48,94,90,69,79,93,77,70,64,85,84,68,59,48,76,76,15,15,14,7,11,1
197,35000000,82,85,19,26,39,61,78,77,13,74,66,80,77,72,87,74,59,71,89,91,68,53,84,72,75,81,78,74,68,10,9,11,9,10,1
198,25000000,76,65,84,86,85,80,79,46,84,51,77,72,77,73,73,74,74,68,73,68,84,78,53,33,35,49,32,31,31,10,6,6,12,13,3
199,18000000,89,88,33,37,40,80,81,74,54,84,85,73,83,74,62,74,78,48,67,71,54,68,74,77,83,82,68,67,79,9,14,15,13,7,1
200,25000000,73,69,80,83,85,79,75,58,86,56,66,69,78,71,74,80,76,66,75,68,87,72,83,51,74,72,63,61,70,12,15,10,14,15,1
201,25000000,66,47,85,84,82,83,78,29,84,41,75,35,67,69,60,62,77,54,65,60,85,81,43,34,31,34,28,37,27,13,14,13,14,12,3
202,9000000,23,16,13,13,11,18,83,8,13,45,37,14,35,37,48,36,55,43,50,51,74,14,20,18,16,12,14,19,14,80,84,76,80,85,2
203,25000000,83,79,73,77,79,79,79,82,76,75,79,77,82,75,86,92,68,84,84,87,74,70,82,76,82,73,79,76,87,11,9,8,10,10,1
204,25000000,26,21,16,11,13,32,73,16,27,34,59,11,36,40,51,42,59,55,48,58,61,12,29,16,13,12,14,42,12,79,81,83,73,85,2
205,35000000,83,87,24,31,52,64,80,81,33,83,76,70,82,74,79,82,71,78,79,82,81,71,79,82,79,78,67,72,78,6,8,11,9,10,1
206,40000000,78,74,17,21,21,35,82,87,22,58,74,43,69,47,77,68,75,76,79,75,90,79,80,88,69,58,45,74,80,7,13,9,5,9,1
207,35000000,83,82,14,20,14,54,80,83,24,76,78,73,74,51,79,68,82,56,86,59,79,75,78,81,74,76,44,72,80,4,4,5,4,5,1
208,35000000,84,88,39,48,43,67,75,79,50,73,79,76,78,74,95,69,56,85,91,93,71,50,79,72,73,69,74,75,70,7,9,10,14,14,1
209,25000000,77,75,80,77,85,89,76,64,84,65,82,46,80,75,65,88,89,60,68,58,63,75,76,50,62,40,53,40,50,14,9,7,13,15,3
210,35000000,84,86,48,54,58,34,79,81,26,76,74,71,77,67,94,75,64,91,92,90,60,38,68,73,70,64,49,63,59,15,15,12,12,9,1
211,25000000,78,69,72,81,86,87,78,66,84,68,73,52,81,80,59,85,82,57,62,66,87,74,86,59,75,59,74,66,53,12,13,14,16,12,1
212,35000000,84,86,25,23,21,62,80,81,25,79,66,82,81,79,79,72,75,63,81,72,58,65,70,79,73,71,62,74,55,14,11,16,8,16,1
213,28000000,57,54,83,82,83,86,79,24,81,34,67,30,57,48,69,75,93,48,78,53,78,78,55,19,15,28,28,33,14,13,7,11,7,5,3
214,25000000,72,61,85,82,86,75,78,32,86,50,82,49,70,71,69,55,78,60,66,62,71,76,65,25,60,45,16,41,27,14,8,10,7,13,3
215,18000000,71,68,85,78,84,70,81,51,84,72,79,54,77,77,67,75,79,50,77,58,65,88,66,36,48,63,22,42,50,7,11,15,10,10,3
216,15000000,67,64,82,86,85,87,75,21,81,56,75,59,70,68,61,70,85,41,55,54,80,75,63,33,34,26,18,52,42,10,14,14,13,7,3
217,25000000,80,78,78,84,81,79,82,68,82,74,81,88,80,80,73,76,73,73,74,75,75,68,78,59,72,82,84,83,67,14,14,13,14,11,1
218,15000000,83,84,51,53,52,64,79,77,65,79,79,74,80,75,89,78,73,94,84,87,63,37,84,74,78,82,78,65,76,11,13,12,12,11,1
219,25000000,85,90,48,57,45,68,76,76,54,66,76,76,77,70,91,81,61,79,93,91,75,58,82,71,80,76,69,65,73,6,5,5,13,9,1
220,23000000,84,84,61,65,63,83,80,80,61,85,80,73,84,83,79,82,66,87,74,83,67,58,75,64,73,80,72,65,64,9,6,15,15,11,1
221,21000000,83,83,54,64,64,66,82,78,64,80,82,82,82,78,83,87,69,77,81,79,69,58,82,74,82,77,78,68,76,15,10,14,7,14,1
222,25000000,81,71,73,77,83,87,81,66,84,68,85,59,82,76,53,86,90,31,62,38,64,78,79,57,66,73,42,57,55,16,7,16,16,13,3
223,25000000,80,67,85,75,84,78,75,82,85,74,73,53,81,82,54,79,88,38,54,54,68,81,85,72,64,66,70,72,66,15,14,11,6,8,1
224,25000000,84,76,52,51,61,72,74,79,70,85,70,84,90,87,56,78,73,68,53,73,56,63,78,75,81,86,85,83,72,14,5,9,12,8,1
225,23000000,84,82,24,34,32,54,76,84,40,74,74,77,75,51,89,89,56,81,90,83,73,65,78,76,80,65,65,62,82,11,8,5,14,11,1
226,12000000,61,50,79,83,84,85,72,32,82,49,73,60,75,66,55,72,90,55,68,61,82,71,51,23,38,50,30,40,20,7,14,12,9,8,3
227,7000000,64,53,81,78,84,83,75,24,84,22,75,28,66,68,54,63,90,50,63,57,76,79,83,45,58,43,55,48,45,5,5,3,5,3,3
228,25000000,73,65,83,82,83,81,77,45,77,60,78,68,70,69,49,80,84,46,55,57,80,83,64,38,53,69,60,49,38,14,15,9,12,6,3
229,25000000,77,78,83,84,84,78,81,76,77,70,76,81,77,70,79,90,73,74,79,77,72,67,75,65,68,42,35,60,64,13,5,15,10,7,1
230,5000000,14,15,12,14,15,20,77,12,22,46,39,24,39,39,59,43,71,58,54,62,71,13,24,14,23,23,22,15,22,81,84,82,79,80,2
231,20000000,85,90,24,25,36,46,82,76,38,80,86,75,78,71,87,74,50,87,75,93,72,46,69,73,75,83,78,75,73,7,13,16,12,7,1
232,35000000,85,84,47,30,57,73,73,79,46,80,77,83,79,68,78,79,85,57,78,76,68,72,78,75,71,79,74,78,79,10,14,15,10,15,1
233,5000000,23,15,13,24,15,18,78,10,23,47,22,19,22,36,44,33,66,49,34,45,64,24,22,23,23,11,11,21,14,80,80,83,70,84,2
234,25000000,80,73,59,65,76,79,80,78,70,84,73,79,85,86,65,80,70,74,55,70,59,47,87,69,81,83,84,69,61,6,16,10,14,13,1
235,11000000,68,58,81,87,86,86,79,49,87,65,82,52,74,69,64,87,77,62,67,62,76,77,73,43,62,33,40,42,54,14,13,7,8,15,3
236,23000000,85,83,69,71,73,78,81,75,80,78,86,69,83,78,67,85,79,60,74,82,72,77,78,71,74,69,68,81,67,10,5,7,7,7,1
237,28000000,79,73,76,82,83,85,82,67,85,73,81,65,82,79,69,90,77,71,64,71,72,71,71,64,56,68,61,56,56,14,6,11,12,7,1
238,25000000,82,78,55,57,58,57,77,80,37,84,80,81,83,75,67,79,67,62,69,72,70,60,82,81,83,86,88,80,75,15,13,8,10,12,1
239,35000000,83,83,20,19,22,30,79,76,29,86,79,68,81,77,79,67,45,84,75,83,48,42,77,71,74,83,66,68,79,14,5,14,8,7,1
240,8000000,85,81,57,71,73,63,83,67,71,82,66,74,85,82,84,86,57,88,80,84,74,55,74,60,66,70,71,70,69,11,7,10,10,10,1
241,25000000,76,74,79,84,84,83,80,70,82,70,79,83,76,69,75,79,79,67,82,67,75,74,76,61,68,73,47,65,66,6,14,11,14,12,1
242,15000000,82,82,75,70,72,63,84,78,81,83,83,82,84,81,76,81,65,83,72,82,77,60,77,69,78,80,75,55,65,10,14,8,13,15,1
243,18000000,86,84,35,44,37,33,77,79,37,84,85,79,86,72,79,69,62,92,78,82,50,42,75,75,77,78,79,77,73,1,1,1,1,1,1
244,8000000,75,74,84,84,84,75,80,66,79,59,84,80,66,64,75,84,79,76,75,68,84,79,69,40,62,66,47,59,56,9,11,9,7,9,1
245,25000000,84,85,67,65,80,74,78,71,77,76,86,65,84,79,78,84,89,62,77,83,77,68,85,66,72,65,55,67,77,16,16,14,11,14,1
246,25000000,60,54,83,81,85,85,74,30,82,51,72,46,58,53,55,69,89,34,69,34,70,84,67,38,37,30,35,57,27,16,7,16,11,7,3
247,8000000,18,15,16,13,11,35,77,10,20,46,55,13,23,28,50,34,66,55,51,52,68,11,20,10,14,11,11,19,12,80,83,79,75,83,2
248,5000000,22,18,19,12,10,18,77,10,10,60,64,12,36,37,30,29,58,32,33,35,66,13,21,17,18,14,16,21,13,78,81,84,79,83,2
249,3500000,82,79,54,61,73,67,85,84,75,86,73,86,84,85,70,71,66,78,69,76,58,50,81,78,68,77,83,76,53,16,10,8,15,11,1
250,8000000,74,62,85,83,86,81,76,56,82,63,80,69,74,77,67,79,79,73,72,65,84,80,74,64,67,59,51,68,44,11,6,7,12,14,3
251,20000000,84,67,70,77,80,83,80,55,82,80,80,74,83,82,74,80,72,78,69,76,62,54,77,52,75,71,76,72,78,12,14,12,7,7,1
252,7500000,12,13,16,14,11,22,77,12,22,44,53,11,35,33,49,28,65,45,53,38,49,15,22,14,15,12,11,15,12,82,82,80,78,84,2
253,8500000,67,54,85,83,85,79,78,30,83,49,73,38,71,65,60,62,82,56,62,55,77,77,65,27,53,53,45,37,31,9,8,6,5,8,3
254,8000000,77,75,22,23,41,80,79,83,51,72,80,72,73,64,75,72,86,60,72,66,70,81,84,84,81,77,70,78,82,11,10,15,14,11,1
255,550000,75,74,20,20,24,72,80,87,20,62,86,62,69,50,68,69,86,55,75,64,76,83,82,86,78,68,36,74,78,7,8,8,9,14,1
256,25000000,79,74,70,74,78,82,80,72,82,79,83,67,85,84,62,79,69,73,63,73,60,51,81,67,76,86,75,83,64,5,6,12,10,10,1
257,35000000,83,87,29,31,42,66,84,82,53,83,79,73,84,77,77,76,63,83,72,84,71,63,77,81,78,80,73,72,75,13,12,10,5,14,1
258,10000000,76,73,86,84,85,88,86,71,86,66,70,75,72,64,67,85,79,66,68,71,84,76,66,49,57,68,66,64,53,7,10,14,15,5,1
259,6000000,85,82,22,38,28,67,82,86,29,71,83,71,74,67,75,73,66,75,72,76,67,66,80,86,76,83,80,88,78,11,8,9,9,9,1
260,25000000,27,12,10,10,12,36,75,12,21,38,70,10,27,36,36,34,71,53,42,58,80,11,29,12,10,11,12,26,10,84,80,80,77,80,2
261,3500000,62,49,82,83,85,79,74,51,85,39,81,55,71,66,66,78,83,64,68,51,87,79,69,30,54,55,31,68,44,32,32,33,38,34,3
262,4000000,20,11,19,14,12,36,80,12,22,45,64,13,36,35,55,34,62,61,50,60,84,12,20,17,13,14,12,22,12,78,82,80,66,86,2
263,1000000,75,74,82,86,82,82,78,68,86,62,80,82,75,69,79,69,69,87,75,79,89,80,72,33,63,76,51,57,53,5,3,5,5,3,1
264,3000000,83,68,68,75,83,89,74,50,77,74,80,66,84,85,42,74,83,50,41,47,83,79,82,54,73,67,67,70,76,5,10,10,7,14,3
265,35000000,82,83,23,32,33,73,76,78,41,82,83,73,82,80,83,72,56,75,83,84,70,47,71,75,73,82,72,67,68,11,7,11,6,5,1
266,1000000,86,76,40,39,49,49,88,48,57,94,93,91,88,90,47,55,59,64,33,44,33,39,75,58,65,92,93,84,76,5,5,4,1,2,4
267,25000000,23,25,11,13,11,23,77,16,22,65,70,13,21,22,59,43,70,46,57,62,77,25,28,12,13,25,13,24,14,80,85,73,58,86,2
268,22000000,84,86,57,52,60,61,82,78,65,76,78,67,79,66,79,86,66,80,85,82,82,72,77,76,69,76,71,74,73,12,16,6,14,6,1
269,7500000,86,87,45,48,57,33,78,78,49,82,83,79,80,73,68,74,61,71,69,79,56,77,80,70,75,83,74,71,81,7,9,7,12,6,1
270,30000000,85,82,30,39,43,45,78,70,41,83,71,81,86,80,76,74,62,76,68,77,54,47,67,68,78,85,76,62,76,12,13,9,6,10,4
271,30000000,87,87,24,30,33,77,78,83,28,78,88,70,81,72,82,76,74,89,83,88,70,49,84,78,70,80,75,70,74,14,15,9,8,15,1
272,25000000,78,75,75,83,87,90,85,68,91,76,80,67,82,78,81,94,76,90,80,74,79,54,72,65,66,49,49,54,56,7,15,12,10,10,1
273,25000000,61,49,83,79,85,79,74,29,83,31,70,45,59,59,63,68,86,58,69,54,68,82,39,22,29,29,23,26,28,11,12,9,5,15,3
274,30000000,82,83,46,35,44,58,83,76,49,82,79,76,81,76,82,75,54,81,77,85,53,51,69,74,58,75,63,64,65,12,9,10,14,9,1
275,30000000,79,86,11,15,15,36,76,75,23,69,73,79,78,62,94,74,58,86,93,88,73,52,78,76,76,84,70,70,77,3,5,3,5,5,1
276,25000000,46,42,82,82,86,77,79,26,84,30,69,30,72,57,51,65,93,33,63,33,38,80,70,20,59,28,30,32,29,7,15,7,14,15,3
277,30000000,87,87,37,41,43,63,80,81,55,71,73,69,76,63,92,77,60,84,91,86,70,59,71,77,62,59,60,61,69,11,14,14,9,14,1
278,30000000,82,83,25,27,24,60,81,79,24,76,64,73,74,69,86,80,61,78,91,87,82,60,82,82,83,75,76,72,68,7,10,13,6,13,1
279,30000000,85,80,40,36,44,60,78,75,59,88,69,80,79,77,75,79,62,66,72,77,42,53,83,74,78,90,84,74,77,8,11,7,11,14,1
280,30000000,79,81,23,37,51,54,85,80,44,81,70,83,74,72,85,88,56,79,78,77,67,51,78,69,74,82,75,56,54,9,9,16,9,7,1
281,25000000,80,81,73,79,77,70,77,74,77,63,77,78,75,66,91,93,69,83,93,83,69,60,87,53,76,69,59,59,71,8,7,11,14,7,1
282,30000000,79,78,16,22,26,59,79,83,23,63,81,65,64,36,81,65,82,78,84,84,81,73,83,83,76,61,46,67,74,7,9,10,16,15,1
283,25000000,67,53,85,84,81,86,75,48,82,46,61,51,69,75,71,74,78,64,72,67,89,76,81,42,74,72,51,39,37,13,12,16,11,11,3
284,12000000,82,82,38,42,45,70,77,78,66,81,76,74,80,72,85,73,66,78,90,83,59,55,75,75,74,77,70,60,69,12,13,9,10,14,1
285,25000000,76,79,81,80,82,74,79,73,79,65,75,78,75,64,83,83,80,75,88,80,68,67,62,44,48,63,58,53,58,7,10,12,13,7,1
286,25000000,80,76,80,81,79,75,80,74,78,75,74,81,81,71,82,80,72,75,76,75,81,76,69,71,67,73,53,62,61,9,14,10,7,15,1
287,20000000,81,79,17,33,50,75,82,80,44,80,80,78,81,67,79,90,81,81,77,73,77,69,85,81,80,79,76,72,74,7,8,7,9,12,1
288,30000000,81,72,26,26,21,59,86,87,26,63,66,53,72,51,74,66,63,78,73,76,75,78,83,84,68,66,59,71,85,8,12,14,14,5,1
289,30000000,86,89,20,22,30,40,77,78,25,72,66,79,73,60,89,76,59,77,92,93,72,40,64,74,65,84,75,70,55,11,12,16,14,11,1
290,7000000,80,79,63,67,75,82,82,80,81,78,83,68,83,78,75,86,64,74,73,74,70,65,75,75,75,78,61,86,65,9,9,11,15,7,1
291,30000000,82,81,24,26,24,69,81,81,38,76,76,74,77,70,74,74,73,75,77,74,65,68,83,85,82,83,78,79,79,10,14,8,8,10,1
292,25000000,84,85,56,52,60,73,77,71,45,81,80,65,84,78,79,74,77,59,78,70,63,65,80,70,79,68,70,65,61,6,9,14,12,10,1
293,30000000,82,80,30,21,29,62,81,82,39,73,73,74,75,66,87,74,80,69,88,81,78,71,84,81,68,68,54,72,78,14,6,13,6,6,1
294,30000000,84,80,18,20,24,59,80,80,18,72,71,70,74,64,79,72,76,56,84,74,76,73,87,79,89,78,82,72,78,5,12,11,11,5,1
295,30000000,83,85,15,14,15,56,76,77,25,84,79,78,85,72,80,71,58,84,74,89,69,32,68,73,78,80,76,70,57,14,16,16,9,9,1
296,25000000,78,65,83,82,87,66,78,58,83,68,71,50,79,74,77,64,73,69,70,67,87,77,58,43,36,56,45,52,43,12,10,15,13,8,3
297,325000,79,85,27,40,26,58,82,82,29,77,70,79,79,64,90,68,56,82,92,87,69,55,78,76,74,74,50,61,74,8,14,13,8,7,1
298,25000000,32,12,18,11,12,25,78,11,25,60,70,17,47,33,54,40,67,50,50,48,71,12,35,10,15,10,10,21,19,81,79,83,74,77,2
299,25000000,78,77,76,80,84,82,84,78,84,79,77,70,82,76,79,94,73,82,76,79,69,59,70,62,62,65,49,53,56,5,13,13,5,8,1
300,25000000,67,57,85,81,85,73,80,20,84,52,76,25,70,75,65,69,84,41,64,33,68,75,75,37,56,62,56,55,39,13,11,9,9,11,3
301,25000000,83,82,54,55,65,73,74,76,66,85,82,76,85,84,76,78,66,84,75,87,71,50,80,73,78,83,81,78,72,15,7,10,9,13,1
302,15000000,82,86,42,54,67,64,81,76,72,82,81,64,83,77,86,88,47,81,75,91,67,34,70,65,72,76,64,64,58,6,13,11,7,16,1
303,25000000,71,53,79,82,84,80,77,39,83,56,66,54,75,70,57,75,85,58,62,56,78,77,59,37,38,67,46,46,39,6,12,8,6,14,3
304,30000000,82,83,51,57,64,68,80,77,66,84,78,79,82,80,83,74,61,86,76,85,67,45,74,73,77,85,76,76,76,9,15,14,9,15,1
305,25000000,79,84,23,39,33,66,83,80,44,76,75,76,78,59,89,75,65,78,86,83,72,63,85,80,82,79,68,81,82,9,7,11,12,12,1
306,25000000,22,12,19,12,18,26,77,17,23,34,35,20,41,32,54,28,80,58,52,53,59,14,25,19,14,16,16,25,16,76,84,80,72,85,2
307,25000000,85,84,64,70,70,66,76,80,70,82,78,78,83,77,81,83,64,75,81,82,65,60,66,61,72,78,72,72,74,4,4,5,3,8,1
308,10000000,83,84,20,18,21,63,85,84,36,68,69,69,75,67,86,66,59,77,76,91,68,74,75,83,79,83,76,74,85,12,12,16,9,13,1
309,6000000,84,87,18,25,37,54,80,75,31,77,75,78,77,68,86,62,45,55,80,90,69,69,64,75,80,84,79,75,61,16,12,7,15,15,1
310,21000000,76,78,80,86,83,76,75,72,76,64,75,80,76,67,86,87,71,76,86,84,67,66,74,54,69,64,39,46,45,15,10,11,13,7,1
311,25000000,81,76,66,80,80,76,85,80,79,66,76,78,77,69,85,93,74,74,91,77,78,59,73,59,56,77,53,55,57,15,8,6,13,9,1
312,20000000,76,74,25,28,42,70,81,83,38,65,83,45,68,45,69,78,94,72,75,67,86,84,85,83,80,66,58,77,76,7,10,8,5,11,1
313,15000000,75,67,81,77,83,86,77,60,84,65,74,61,80,78,68,91,77,65,67,64,79,78,80,55,59,57,57,71,60,8,11,11,11,5,1
314,13000000,79,74,78,80,80,92,77,64,87,74,75,60,78,73,69,83,76,85,70,76,70,60,71,45,59,55,41,52,43,10,9,9,8,15,3
315,6000000,69,58,77,81,84,89,75,57,84,62,81,61,78,79,57,72,77,68,60,59,91,80,66,48,50,39,54,62,47,15,14,10,15,12,3
316,6000000,23,16,14,16,13,35,78,10,18,50,58,15,37,24,49,36,74,52,53,51,74,17,22,8,14,13,12,20,13,78,81,80,73,84,2
317,25000000,78,64,78,84,82,79,80,54,77,67,82,60,77,76,73,70,75,78,78,68,86,74,58,33,46,37,28,50,64,15,6,7,6,7,3
318,30000000,85,85,38,40,53,56,79,74,49,79,75,73,77,75,91,70,62,83,89,89,62,58,83,73,80,52,73,72,82,15,7,7,11,13,1
319,22000000,80,73,80,77,84,71,84,66,86,79,85,70,83,81,65,86,73,75,58,73,71,71,68,46,64,76,55,56,62,14,12,9,10,10,3
320,17000000,87,84,25,25,30,54,76,80,36,73,71,70,74,57,86,72,55,82,87,83,60,51,74,75,74,80,63,72,77,5,5,3,5,3,1
321,25000000,75,64,75,74,82,86,84,66,85,79,72,50,81,74,64,84,78,63,59,71,85,83,76,58,54,62,59,48,52,8,9,13,15,10,1
322,25000000,81,77,77,73,76,69,81,75,78,75,79,64,81,76,76,92,69,64,78,70,88,80,79,72,73,66,57,71,75,6,16,16,11,8,1
323,15000000,82,78,70,70,73,69,80,76,71,81,70,77,78,76,78,90,65,72,75,71,74,67,79,73,75,75,76,65,74,14,11,16,12,10,1
324,25000000,86,87,41,37,45,56,75,74,47,88,85,83,87,85,36,71,67,56,34,67,33,65,77,73,80,80,76,76,75,7,9,12,14,11,4
325,8000000,72,72,83,81,78,65,80,78,71,76,63,80,80,76,84,93,68,76,90,80,85,69,67,61,57,49,46,41,57,8,7,12,10,15,1
326,11000000,82,79,63,57,65,72,84,83,70,81,83,76,83,67,74,82,70,78,68,76,73,67,84,82,81,79,69,68,84,11,7,10,13,12,1
327,15000000,82,74,69,73,80,75,81,75,81,81,83,69,83,83,66,79,84,68,69,66,55,64,85,66,78,75,73,71,57,6,7,12,11,7,1
328,25000000,79,68,72,79,83,66,82,68,84,80,65,57,86,83,58,70,80,45,61,53,52,78,67,58,67,68,66,58,47,7,7,12,8,9,3
329,8000000,22,12,11,13,12,32,80,15,21,39,61,15,25,22,46,32,55,41,50,43,69,13,21,10,14,11,10,24,12,81,78,82,66,82,2
330,10000000,76,62,73,75,84,74,81,54,84,59,57,47,86,83,44,76,83,55,54,46,77,85,71,58,72,31,44,51,69,8,10,6,10,16,3
331,15000000,73,74,77,84,81,78,75,62,74,67,75,76,73,67,86,90,77,73,93,70,83,76,86,51,70,76,73,63,57,15,12,6,16,8,1
332,50000,77,78,81,78,79,79,75,69,79,75,77,68,82,81,75,91,78,71,69,66,66,63,67,65,73,64,64,60,61,10,12,11,8,13,1
333,8500000,75,73,25,19,31,83,79,85,26,62,79,62,70,55,73,68,87,60,79,68,84,85,78,83,69,66,56,77,85,6,10,11,11,8,1
334,30000000,88,85,26,30,32,50,78,83,30,78,80,72,78,64,77,69,75,69,79,79,70,68,82,82,82,82,72,80,78,9,9,7,5,10,1
335,19000000,82,85,58,61,65,74,75,76,61,81,77,74,81,74,76,83,67,76,74,83,73,67,68,73,72,77,66,70,72,8,6,15,14,11,1
336,25000000,67,42,82,78,81,80,76,31,85,49,65,54,75,74,60,78,83,58,69,48,62,80,78,55,41,52,73,46,37,10,6,10,13,15,3
337,9000000,76,75,23,21,24,57,77,81,48,71,76,61,75,60,89,75,75,65,89,77,90,80,78,80,77,66,51,78,71,14,9,10,15,12,1
338,27000000,81,73,25,18,30,76,71,76,29,73,78,58,72,48,75,77,90,48,79,74,82,84,85,79,76,60,67,77,74,8,14,5,12,5,1
339,28000000,82,76,71,73,76,78,79,76,75,80,78,81,83,82,76,93,75,71,73,74,81,65,75,67,71,80,74,64,72,9,7,13,7,13,1
340,7000000,79,75,71,76,78,80,82,82,80,78,78,74,81,80,69,84,79,71,76,69,77,75,87,72,86,67,55,45,76,7,13,9,6,9,1
341,11500000,80,78,23,13,26,80,77,84,21,67,81,60,67,59,55,64,85,34,66,52,79,85,82,80,78,73,71,61,80,8,12,7,10,16,1
342,5000000,80,75,79,81,80,72,82,73,72,70,76,86,81,77,82,87,63,78,82,81,74,67,74,58,65,82,59,77,47,14,5,14,11,8,1
343,15000000,77,74,83,82,84,74,79,61,82,66,71,81,77,61,79,85,66,70,75,75,75,67,71,39,61,74,59,61,56,3,7,5,9,5,1
344,30000000,84,86,67,64,66,75,81,78,74,78,76,80,79,70,84,75,57,85,76,86,69,42,78,73,76,74,67,66,65,11,15,10,12,13,1
345,8000000,82,78,57,64,76,80,85,78,77,82,81,70,82,81,67,79,73,75,71,75,59,59,74,69,73,65,61,62,57,16,9,13,6,9,1
346,23000000,85,83,54,50,58,66,80,78,59,82,80,86,81,73,79,86,73,76,83,75,40,55,87,74,87,76,71,86,75,4,10,4,14,14,1
347,8000000,66,56,85,80,85,78,78,29,86,46,74,34,68,68,67,69,80,54,69,58,80,77,65,25,36,33,17,27,27,4,4,4,4,4,3
348,13000000,82,84,40,53,55,58,76,80,35,67,74,82,80,77,89,76,61,74,87,86,73,64,77,78,76,77,76,75,76,13,8,10,14,15,1
349,10000000,78,78,71,76,77,71,80,75,79,71,78,84,79,75,83,87,67,77,84,78,75,66,80,67,76,68,74,75,66,12,7,16,6,11,1
350,8000000,85,83,21,23,28,53,80,80,28,70,78,74,73,71,87,68,45,90,86,89,65,61,80,79,79,73,80,70,79,7,6,9,11,5,1
351,30000000,84,87,37,39,42,70,77,79,43,81,74,77,81,73,81,77,57,71,77,78,64,71,80,75,82,83,79,75,80,8,10,15,11,13,1
352,11000000,54,42,82,80,83,85,73,31,82,50,62,33,63,69,54,79,88,57,54,62,72,84,44,53,28,34,24,48,35,13,10,12,7,15,3
353,15000000,81,82,12,14,22,57,77,78,37,78,79,74,77,63,87,70,68,79,83,86,69,64,73,78,76,80,71,72,84,13,8,14,8,10,1
354,7200000,84,85,67,59,68,53,83,75,70,81,68,79,83,81,66,71,78,66,69,66,49,57,81,65,81,80,75,68,77,15,6,11,16,8,1
355,30000000,81,74,16,19,42,70,82,83,41,68,85,55,67,53,75,68,73,75,68,85,92,90,78,81,76,83,71,84,84,9,10,13,6,5,1
356,25000000,59,46,79,82,83,84,73,33,76,28,71,39,69,67,54,75,85,52,68,52,75,86,46,35,35,33,27,52,43,6,15,5,7,11,3
357,22000000,78,80,33,36,39,65,79,79,35,73,77,77,75,65,92,75,62,79,93,82,66,55,75,82,69,75,74,74,72,9,11,8,9,8,1
358,12000000,84,74,54,63,71,83,86,85,65,82,83,77,87,85,55,61,82,63,61,65,73,88,84,73,80,72,68,76,55,16,14,16,14,15,1
359,8000000,24,12,14,13,14,33,78,14,20,59,41,18,21,18,62,35,62,47,60,62,60,16,36,12,14,13,15,26,15,78,82,78,85,84,2
